Product_Name,Size,Milk,Whip,Serving_Size_ml,Calories,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Cholesterol_mg,Sodium_mg,Carbohydrates_g,Dietary_Fiber_g,Sugar_g,Protein_g,Vitamin_A_%DV,Vitamin_C_%DV,Calcium_%DV,Iron_%DV,Caffiene_milligrams
Iced Chai Tea Latte,Venti®,Whole,No Whip,709,380,9,5,0.3,30,140,65,0,61,10,15,0,30,2,145
Iced Chai Tea Latte,Venti®,Soy,No Whip,709,320,4.5,0.5,0,0,130,60,1,55,9,10,0,35,15,145
Iced Chai Tea Latte,Venti®,Coconut,No Whip,709,300,6,6,0,0,135,61,0,57,1,0,0,2,2,145
Earl Grey Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Earl Grey Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Earl Grey Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Earl Grey Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Emperor's Clouds and Mist Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Emperor's Clouds and Mist Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Emperor's Clouds and Mist Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Emperor's Clouds and Mist Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
English Breakfast Black Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
English Breakfast Black Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
English Breakfast Black Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
English Breakfast Black Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
English Breakfast Black Tea Latte,Short,Nonfat,No Whip,236,80,0.1,0.1,0,0,50,15,0,15,4,6,0,15,0,40
English Breakfast Black Tea Latte,Short,2%,No Whip,236,100,2,1.5,0.1,10,55,15,0,15,4,6,0,10,0,40
English Breakfast Black Tea Latte,Short,Whole,No Whip,236,110,3.5,2,0.1,10,50,15,0,15,4,6,0,10,0,40
English Breakfast Black Tea Latte,Short,Soy,No Whip,236,80,1.5,0.2,0,0,40,13,0,12,3,4,0,10,6,40
English Breakfast Black Tea Latte,Short,Coconut,No Whip,236,80,2.5,2.5,0,0,45,14,0,13,0.2,0,0,0,0,40
English Breakfast Black Tea Latte,Tall,Nonfat,No Whip,354,110,0.1,0.1,0,5,70,23,0,23,5,10,0,20,0,40
English Breakfast Black Tea Latte,Tall,2%,No Whip,354,140,3,2,0.1,15,80,23,0,23,5,8,0,20,0,40
English Breakfast Black Tea Latte,Tall,Whole,No Whip,354,160,5,3,0.2,15,75,23,0,23,5,8,0,15,0,40
English Breakfast Black Tea Latte,Tall,Soy,No Whip,354,120,2.5,0.3,0,0,60,20,1,18,4,6,0,20,8,40
English Breakfast Black Tea Latte,Tall,Coconut,No Whip,354,120,3.5,3.5,0,0,70,20,0,20,0.4,0,0,0,0,40
English Breakfast Black Tea Latte,Grande,Nonfat,No Whip,473,150,0.2,0.1,0,5,95,30,0,30,7,15,0,25,0,40
English Breakfast Black Tea Latte,Grande,2%,No Whip,473,180,4,2.5,0.2,15,105,30,0,30,7,10,0,25,0,40
English Breakfast Black Tea Latte,Grande,Whole,No Whip,473,210,7,4,0.2,20,95,30,0,30,7,10,0,20,0,40
English Breakfast Black Tea Latte,Grande,Soy,No Whip,473,160,3,0.4,0,0,80,26,1,24,6,8,0,25,10,40
English Breakfast Black Tea Latte,Grande,Coconut,No Whip,473,150,4.5,4.5,0,0,90,27,0,26,0.5,0,0,0,0,40
English Breakfast Black Tea Latte,Venti®,Nonfat,No Whip,591,190,0.2,0.1,0,5,120,38,0,38,9,15,0,30,0,40
English Breakfast Black Tea Latte,Venti®,2%,No Whip,591,230,5,3.5,0.2,20,135,38,0,38,9,15,0,30,0,40
English Breakfast Black Tea Latte,Venti®,Whole,No Whip,591,260,9,5,0.3,25,125,38,0,38,8,15,0,30,0,40
English Breakfast Black Tea Latte,Venti®,Soy,No Whip,591,200,4,0.5,0,0,105,33,1,31,7,10,0,30,15,40
English Breakfast Black Tea Latte,Venti®,Coconut,No Whip,591,190,6,6,0,0,115,34,0,33,1,0,0,0,0,40
Green Tea Latte,Short,Nonfat,No Whip,236,80,0.2,0.1,0,5,70,14,0,14,6,10,4,20,2,30
Green Tea Latte,Short,2%,No Whip,236,110,3.5,2,0.1,15,80,14,0,14,6,10,6,20,2,30
Green Tea Latte,Short,Whole,No Whip,236,130,6,3,0.2,15,75,14,0,14,6,8,4,20,2,30
Green Tea Latte,Short,Soy,No Whip,236,90,3,0.4,0,0,65,11,1,9,5,8,4,20,10,30
Green Tea Latte,Short,Coconut,No Whip,236,80,3.5,3.5,0,0,65,11,0,11,1,0,4,0,2,30
Green Tea Latte,Tall,Nonfat,No Whip,354,140,0.3,0.2,0,5,115,25,1,24,10,20,10,30,4,55
Green Tea Latte,Tall,2%,No Whip,354,190,5,3.5,0.2,20,125,25,1,24,10,15,10,30,2,55
Green Tea Latte,Tall,Whole,No Whip,354,220,9,5,0.3,25,115,25,1,24,9,15,10,30,4,55
Green Tea Latte,Tall,Soy,No Whip,354,160,4.5,0.5,0,0,105,20,2,17,8,10,10,30,15,55
Green Tea Latte,Tall,Coconut,No Whip,354,140,6,6,0,0,105,21,1,19,1,2,10,0,2,55
Green Tea Latte,Grande,Nonfat,No Whip,473,190,0.4,0.2,0,5,140,34,1,33,12,20,15,40,4,80
Green Tea Latte,Grande,2%,No Whip,473,240,7,4.5,0.3,25,160,34,1,32,12,20,15,40,4,80
Green Tea Latte,Grande,Whole,No Whip,473,280,11,6,0.3,35,150,34,1,32,12,20,15,35,4,80
Green Tea Latte,Grande,Soy,No Whip,473,210,6,0.5,0,0,130,28,3,24,10,15,15,40,20,80
Green Tea Latte,Grande,Coconut,No Whip,473,190,8,7,0,0,135,29,1,27,2,2,15,2,4,80
Green Tea Latte,Venti®,Nonfat,No Whip,591,250,0.5,0.3,0,10,190,45,2,44,16,30,20,50,6,110
Green Tea Latte,Venti®,2%,No Whip,591,320,9,6,0.4,35,210,45,2,43,16,25,20,50,6,110
Green Tea Latte,Venti®,Whole,No Whip,591,370,15,8,0.4,45,190,45,2,43,15,25,20,45,6,110
Green Tea Latte,Venti®,Soy,No Whip,591,280,7,1,0,0,170,38,3,32,14,20,20,50,30,110
Green Tea Latte,Venti®,Coconut,No Whip,591,250,10,9,0,0,180,38,2,36,2,2,20,2,6,110
Iced Green Tea Latte,Tall,Nonfat,No Whip,354,120,0.3,0.1,0,5,95,22,1,21,8,15,10,25,4,55
Iced Green Tea Latte,Tall,2%,No Whip,354,160,4.5,2.5,0.2,15,105,22,1,21,8,15,10,25,2,55
Iced Green Tea Latte,Tall,Whole,No Whip,354,180,7,4,0.2,20,95,22,1,21,7,10,10,25,4,55
Iced Green Tea Latte,Tall,Soy,No Whip,354,140,3.5,0.5,0,0,85,18,2,16,7,10,10,25,15,55
Iced Green Tea Latte,Tall,Coconut,No Whip,354,120,4.5,4.5,0,0,90,19,1,18,1,2,10,2,2,55
Iced Green Tea Latte,Grande,Nonfat,No Whip,473,170,0.4,0.2,0,5,130,32,1,31,11,20,15,35,4,80
Iced Green Tea Latte,Grande,2%,No Whip,473,220,6,3.5,0.2,25,140,31,1,30,11,20,15,35,4,80
Iced Green Tea Latte,Grande,Whole,No Whip,473,250,10,5,0.3,30,130,31,1,30,10,15,15,30,4,80
Iced Green Tea Latte,Grande,Soy,No Whip,473,190,5,0.5,0,0,115,27,2,23,9,15,15,35,20,80
Iced Green Tea Latte,Grande,Coconut,No Whip,473,170,7,6,0,0,120,27,1,25,2,2,15,2,4,80
Iced Green Tea Latte,Venti®,Nonfat,No Whip,709,240,0.5,0.3,0,10,180,44,2,42,15,25,20,50,6,110
Iced Green Tea Latte,Venti®,2%,No Whip,709,310,8,5,0.4,35,200,43,2,41,15,25,20,45,6,110
Iced Green Tea Latte,Venti®,Whole,No Whip,709,350,14,8,0.4,40,190,43,2,41,14,20,20,45,6,110
Iced Green Tea Latte,Venti®,Soy,No Whip,709,270,7,1,0,0,170,37,3,32,13,20,20,50,25,110
Iced Green Tea Latte,Venti®,Coconut,No Whip,709,240,9,9,0,0,170,37,2,35,2,2,20,2,6,110
Iced Green Tea,Tall,No Milk,No Whip,354,60,0,0,0,0,5,15,0,15,0,0,0,0,0,20
Iced Green Tea,Grande,No Milk,No Whip,473,80,0,0,0,0,10,20,0,20,0,0,0,0,0,25
Iced Green Tea,Venti®,No Milk,No Whip,709,120,0,0,0,0,15,30,0,30,0,0,0,2,0,40
Iced Green Tea,Trenta,No Milk,No Whip,887,140,0,0,0,0,20,35,0,34,0,0,0,2,0,50
Iced Green Tea Lemonade,Tall,No Milk,No Whip,354,90,0,0,0,0,5,24,0,24,0.1,0,10,0,0,20
Iced Green Tea Lemonade,Grande,No Milk,No Whip,473,120,0,0,0,0,5,32,0,32,0.1,0,15,0,0,25
Iced Green Tea Lemonade,Venti®,No Milk,No Whip,709,190,0,0,0,0,10,48,0,47,0.1,0,20,2,0,40
Iced Green Tea Lemonade,Trenta,No Milk,No Whip,887,220,0,0,0,0,10,58,0,57,0.1,0,25,2,0,50
Jade Citrus Mint Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Jade Citrus Mint Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Jade Citrus Mint Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Jade Citrus Mint Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
London Fog Tea Latte,Short,Nonfat,No Whip,236,80,0.1,0.1,0,0,50,15,0,15,4,6,0,15,0,40
London Fog Tea Latte,Short,2%,No Whip,236,100,2,1.5,0.1,10,55,15,0,15,4,6,0,10,0,40
London Fog Tea Latte,Short,Whole,No Whip,236,110,3.5,2,0.1,10,50,15,0,15,4,6,0,10,0,40
London Fog Tea Latte,Short,Soy,No Whip,236,80,1.5,0.2,0,0,40,13,0,12,3,4,0,10,6,40
London Fog Tea Latte,Short,Coconut,No Whip,236,80,2.5,2.5,0,0,45,14,0,13,0.2,0,0,0,0,40
London Fog Tea Latte,Tall,Nonfat,No Whip,354,110,0.1,0.1,0,5,70,23,0,23,5,10,0,20,0,40
London Fog Tea Latte,Tall,2%,No Whip,354,140,3,2,0.1,15,80,23,0,23,5,8,0,20,0,40
London Fog Tea Latte,Tall,Whole,No Whip,354,160,5,3,0.2,15,75,23,0,23,5,8,0,15,0,40
London Fog Tea Latte,Tall,Soy,No Whip,354,120,2.5,0.3,0,0,60,20,1,18,4,6,0,20,8,40
London Fog Tea Latte,Tall,Coconut,No Whip,354,120,3.5,3.5,0,0,70,20,0,20,0.4,0,0,0,0,40
London Fog Tea Latte,Grande,Nonfat,No Whip,473,150,0.2,0.1,0,5,95,30,0,30,7,15,0,25,0,40
London Fog Tea Latte,Grande,2%,No Whip,473,180,4,2.5,0.2,15,105,30,0,30,7,10,0,25,0,40
London Fog Tea Latte,Grande,Whole,No Whip,473,210,7,4,0.2,20,95,30,0,30,7,10,0,20,0,40
London Fog Tea Latte,Grande,Soy,No Whip,473,160,3,0.4,0,0,80,26,1,24,6,8,0,25,10,40
London Fog Tea Latte,Grande,Coconut,No Whip,473,150,4.5,4.5,0,0,90,27,0,26,0.5,0,0,0,0,40
London Fog Tea Latte,Venti®,Nonfat,No Whip,591,190,0.2,0.1,0,5,120,38,0,38,9,15,0,30,0,40
London Fog Tea Latte,Venti®,2%,No Whip,591,230,5,3.5,0.2,20,135,38,0,38,9,15,0,30,0,40
London Fog Tea Latte,Venti®,Whole,No Whip,591,260,9,5,0.3,25,125,38,0,38,8,15,0,30,0,40
London Fog Tea Latte,Venti®,Soy,No Whip,591,200,4,0.5,0,0,105,33,1,31,7,10,0,30,15,40
London Fog Tea Latte,Venti®,Coconut,No Whip,591,190,6,6,0,0,115,34,0,33,1,0,0,0,0,40
Iced Mango Black Tea,Tall,No Milk,No Whip,354,60,0.1,0,0,0,10,14,0,14,0,0,0,0,0,20
Iced Mango Black Tea,Grande,No Milk,No Whip,473,80,0.2,0,0,0,10,19,0,19,0,0,0,0,0,25
Iced Mango Black Tea,Venti®,No Milk,No Whip,709,120,0.3,0,0,0,15,29,0,28,0,0,0,2,0,40
Iced Mango Black Tea,Trenta,No Milk,No Whip,887,140,0.3,0,0,0,20,34,0,33,0,0,0,2,0,50
Iced Mango Black Tea Lemonade,Tall,No Milk,No Whip,354,90,0.1,0,0,0,5,24,0,23,0.1,0,10,0,0,20
Iced Mango Black Tea Lemonade,Grande,No Milk,No Whip,473,120,0.2,0,0,0,10,31,0,31,0.1,0,15,0,0,25
Iced Mango Black Tea Lemonade,Venti®,No Milk,No Whip,709,190,0.3,0,0,0,10,47,0,46,0.1,0,20,2,0,40
Iced Mango Black Tea Lemonade,Trenta,No Milk,No Whip,887,230,0.3,0,0,0,15,58,0,57,0.1,0,25,2,0,50
Mint Majesty Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mint Majesty Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Chai Herbal Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oprah Cinnamon Chai Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oprah Cinnamon Chai Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oprah Cinnamon Chai Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Oprah Cinnamon Chai Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Oprah Cinnamon Chai Latte,Short,Nonfat,No Whip,236,80,0.1,0.1,0,0,45,17,0,16,4,6,0,10,0,25
Oprah Cinnamon Chai Latte,Short,2%,No Whip,236,100,2,1.5,0.1,10,50,16,0,15,3,6,0,10,0,25
Oprah Cinnamon Chai Latte,Short,Whole,No Whip,236,110,3.5,2,0.1,10,50,16,0,15,3,4,0,10,0,25
Oprah Cinnamon Chai Latte,Short,Soy,No Whip,236,90,1.5,0.2,0,0,40,15,0,13,3,4,0,10,6,25
Oprah Cinnamon Chai Latte,Short,Coconut,No Whip,236,80,2.5,2.5,0,0,45,15,0,14,0.2,0,0,0,0,25
Oprah Cinnamon Chai Latte,Tall,Nonfat,No Whip,354,130,0.1,0.1,0,5,70,25,0,23,5,10,0,20,0,40
Oprah Cinnamon Chai Latte,Tall,2%,No Whip,354,150,3,2,0.1,15,80,25,0,23,5,8,0,20,0,40
Oprah Cinnamon Chai Latte,Tall,Whole,No Whip,354,170,5,3,0.2,15,70,25,0,23,5,8,0,15,0,40
Oprah Cinnamon Chai Latte,Tall,Soy,No Whip,354,130,2.5,0.3,0,0,60,22,1,19,4,6,0,20,8,40
Oprah Cinnamon Chai Latte,Tall,Coconut,No Whip,354,130,3.5,3.5,0,0,70,22,0,21,0.4,0,0,0,0,40
Oprah Cinnamon Chai Latte,Grande,Nonfat,No Whip,473,170,0.2,0.1,0,5,90,33,0,31,7,15,0,25,0,50
Oprah Cinnamon Chai Latte,Grande,2%,No Whip,473,200,4,2.5,0.2,15,100,33,0,31,7,10,0,25,0,50
Oprah Cinnamon Chai Latte,Grande,Whole,No Whip,473,220,7,4,0.2,20,95,33,0,31,7,10,0,20,2,50
Oprah Cinnamon Chai Latte,Grande,Soy,No Whip,473,170,3,0.4,0,0,80,29,1,25,6,8,0,25,10,50
Oprah Cinnamon Chai Latte,Grande,Coconut,No Whip,473,170,4.5,4.5,0,0,90,30,0,28,0.5,0,0,0,0,50
Oprah Cinnamon Chai Latte,Venti®,Nonfat,No Whip,591,210,0.2,0.1,0,5,115,41,0,39,9,15,0,30,0,65
Oprah Cinnamon Chai Latte,Venti®,2%,No Whip,591,250,5,3.5,0.2,20,130,41,0,38,9,15,0,30,0,65
Oprah Cinnamon Chai Latte,Venti®,Whole,No Whip,591,280,9,5,0.3,25,120,41,0,38,8,10,0,25,0,65
Oprah Cinnamon Chai Latte,Venti®,Soy,No Whip,591,220,4,0.5,0,0,100,36,1,32,7,10,0,30,15,65
Oprah Cinnamon Chai Latte,Venti®,Coconut,No Whip,591,210,6,6,0,0,115,37,0,34,1,0,0,0,0,65
Iced Oprah Cinnamon Chai Latte,Tall,Nonfat,No Whip,354,120,0.1,0.1,0,5,70,24,0,23,5,10,0,15,0,40
Iced Oprah Cinnamon Chai Latte,Tall,2%,No Whip,354,150,3,2,0.1,10,75,24,0,23,5,8,0,15,0,40
Iced Oprah Cinnamon Chai Latte,Tall,Whole,No Whip,354,160,5,3,0.1,15,70,24,0,23,5,8,0,15,0,40
Iced Oprah Cinnamon Chai Latte,Tall,Soy,No Whip,354,130,2.5,0.3,0,0,65,22,1,19,4,6,0,20,8,40
Iced Oprah Cinnamon Chai Latte,Tall,Coconut,No Whip,354,120,3.5,3,0,0,65,22,0,20,0.3,0,0,0,0,40
Iced Oprah Cinnamon Chai Latte,Grande,Nonfat,No Whip,473,170,0.2,0.1,0,5,95,33,0,31,7,15,0,25,0,50
Iced Oprah Cinnamon Chai Latte,Grande,2%,No Whip,473,200,4,2.5,0.2,15,105,33,0,31,7,10,0,25,0,50
Iced Oprah Cinnamon Chai Latte,Grande,Whole,No Whip,473,220,7,4,0.2,20,95,33,0,31,7,10,0,20,0,50
Iced Oprah Cinnamon Chai Latte,Grande,Soy,No Whip,473,180,3.5,0.4,0,0,85,29,1,26,6,8,0,25,10,50
Iced Oprah Cinnamon Chai Latte,Grande,Coconut,No Whip,473,170,4.5,4.5,0,0,90,30,0,27,0.5,0,0,0,0,50
Iced Oprah Cinnamon Chai Latte,Venti®,Nonfat,No Whip,709,240,0.2,0.2,0,5,130,48,0,45,10,20,0,35,0,75
Iced Oprah Cinnamon Chai Latte,Venti®,2%,No Whip,709,290,6,3.5,0.2,25,150,48,0,45,10,15,0,30,0,75
Iced Oprah Cinnamon Chai Latte,Venti®,Whole,No Whip,709,320,9,5,0.3,30,135,48,0,45,9,15,0,30,0,75
Iced Oprah Cinnamon Chai Latte,Venti®,Soy,No Whip,709,260,4.5,0.5,0,0,120,43,1,38,8,10,0,35,15,75
Iced Oprah Cinnamon Chai Latte,Venti®,Coconut,No Whip,709,240,6,6,0,0,125,44,0,40,1,0,0,0,0,75
Passion Tango Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passion Tango Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passion Tango Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passion Tango Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced Passion Tango tea,Tall,No Milk,No Whip,354,60,0,0,0,0,5,15,0,15,0,0,0,0,0,0
Iced Passion Tango tea,Grande,No Milk,No Whip,473,80,0,0,0,0,10,20,0,20,0,0,0,0,0,0
Iced Passion Tango tea,Venti®,No Milk,No Whip,709,120,0,0,0,0,15,30,0,30,0,0,0,2,0,0
Iced Passion Tango tea,Trenta,No Milk,No Whip,887,140,0,0,0,0,20,35,0,34,0,0,0,2,0,0
Iced Passion Tango Tea Lemonade,Tall,No Milk,No Whip,354,90,0,0,0,0,5,24,0,24,0.1,0,10,0,0,0
Iced Passion Tango Tea Lemonade,Grande,No Milk,No Whip,473,120,0,0,0,0,5,32,0,32,0.1,0,15,0,0,0
Iced Passion Tango Tea Lemonade,Venti®,No Milk,No Whip,709,190,0,0,0,0,10,48,0,47,0.1,0,20,2,0,0
Iced Passion Tango Tea Lemonade,Trenta,No Milk,No Whip,887,220,0,0,0,0,10,58,0,57,0.1,0,25,2,0,0
Peach Iced Green Tea,Tall,No Milk,No Whip,354,60,0.1,0,0,0,0,15,0,15,0,0,0,0,0,20
Peach Iced Green Tea,Grande,No Milk,No Whip,473,80,0.2,0,0,0,0,20,0,20,0,0,0,0,0,25
Peach Iced Green Tea,Venti®,No Milk,No Whip,709,130,0.3,0,0,0,2,31,0,30,0,0,0,0,0,40
Peach Iced Green Tea,Trenta,No Milk,No Whip,887,150,0.3,0,0,0,2,36,0,35,0,0,0,0,0,50
Peach Iced Green Tea Lemonade,Tall,No Milk,No Whip,354,100,0.1,0,0,0,0,25,0,24,0.1,0,10,0,0,20
Peach Iced Green Tea Lemonade,Grande,No Milk,No Whip,473,130,0.2,0,0,0,1,33,0,32,0.1,0,15,0,0,25
Peach Iced Green Tea Lemonade,Venti®,No Milk,No Whip,709,190,0.3,0,0,0,2,49,0,48,0.1,0,20,0,0,40
Peach Iced Green Tea Lemonade,Trenta,No Milk,No Whip,887,240,0.3,0,0,0,2,60,0,59,0.1,0,25,0,0,50
Peach Tranquility Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Tranquility Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Tranquility Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Tranquility Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youthberry Brewed Tea,Short,No Milk,No Whip,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Youthberry Brewed Tea,Tall,No Milk,No Whip,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Youthberry Brewed Tea,Grande,No Milk,No Whip,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Youthberry Brewed Tea,Venti®,No Milk,No Whip,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Cool Lime Starbucks RefreshersTM Beverage,Tall,No Milk,No Whip,354,60,0,0,0,0,2,14,0,14,0.1,0,90,0,0,35
Cool Lime Starbucks RefreshersTM Beverage,Grande,No Milk,No Whip,473,70,0,0,0,0,2,19,0,18,0.1,0,120,0,0,45
Cool Lime Starbucks RefreshersTM Beverage,Trenta,No Milk,No Whip,887,150,0,0,0,0,4,37,0,36,0.3,0,240,0,0,90
Very Berry Hibiscus Starbucks RefreshersTM Beverage,Tall,No Milk,No Whip,354,70,0.1,0,0,0,2,18,1,15,0.1,0,90,0,2,35
Very Berry Hibiscus Starbucks RefreshersTM Beverage,Grande,No Milk,No Whip,473,90,0.1,0,0,0,3,22,1,20,0.1,0,110,0,2,45
Very Berry Hibiscus Starbucks RefreshersTM Beverage,Venti®,No Milk,No Whip,709,130,0.1,0,0,0,4,32,1,29,0.2,0,170,2,2,70
Very Berry Hibiscus Starbucks RefreshersTM Beverage,Trenta,No Milk,No Whip,887,180,0.2,0,0,0,5,44,3,40,0.3,0,230,2,2,90
Chocolate Smoothie,Grande,Nonfat,No Whip,473,300,2.5,1.5,0,5,160,53,8,34,20,10,15,20,25,20
Chocolate Smoothie,Grande,2%,No Whip,473,320,5,3,0.1,15,170,53,8,34,20,10,15,20,25,20
Chocolate Smoothie,Grande,Whole,No Whip,473,340,7,4,0.1,15,160,53,8,34,20,8,15,20,25,20
Chocolate Smoothie,Grande,Coconut,No Whip,473,290,5,4,0,5,150,51,8,32,15,0,15,4,25,20
Orange Mango Smoothie,Grande,Nonfat,No Whip,473,260,1,0.3,0,5,120,54,6,37,16,50,80,10,6,0
Orange Mango Smoothie,Grande,2%,No Whip,473,270,1.5,0.5,0,5,125,53,6,37,16,50,80,10,6,0
Orange Mango Smoothie,Grande,Whole,No Whip,473,280,2.5,1,0,5,120,53,6,37,16,50,80,8,6,0
Orange Mango Smoothie,Grande,Soy,No Whip,473,270,1.5,0.4,0,5,120,53,6,36,15,50,80,10,8,0
Orange Mango Smoothie,Grande,Coconut,No Whip,473,260,1.5,1,0,5,120,53,6,36,14,45,80,4,6,0
Strawberry Smoothie,Grande,Nonfat,No Whip,473,290,1,0.3,0,5,125,60,7,41,16,4,35,10,10,0
Strawberry Smoothie,Grande,2%,No Whip,473,300,2,1,0,5,130,60,7,41,16,4,35,10,10,0
Strawberry Smoothie,Grande,Whole,No Whip,473,300,2.5,1,0,10,125,60,7,41,15,4,35,10,10,0
Strawberry Smoothie,Grande,Soy,No Whip,473,290,1.5,0.4,0,5,125,59,7,40,15,2,35,10,15,0
Strawberry Smoothie,Grande,Coconut,No Whip,473,290,2,1,0,5,125,59,7,41,14,0,35,6,10,0
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354,200,0.1,0.1,0,0,150,47,0,46,3,4,0,8,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354,280,8,5,0.2,30,160,50,0,48,3,15,0,10,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,2%,No Whip,354,210,1.5,1,0,5,160,47,0,46,3,4,0,8,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,2%,Whip,354,290,10,6,0.3,35,170,50,0,48,3,15,0,10,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Whole,Whip,354,300,11,6,0.3,35,160,50,0,48,3,15,0,10,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Soy,No Whip,354,200,1.5,0.2,0,0,150,46,0,44,2,4,0,10,4,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Soy,Whip,354,290,9,5,0.2,30,160,48,0,46,3,10,0,10,4,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354,200,1.5,1.5,0,0,150,47,0,45,0.4,0,0,0,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Tall,Coconut,Whip,354,280,10,7,0.2,30,160,49,0,47,1,10,0,2,0,65
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473,290,0.1,0.1,0,0,220,69,0,67,4,6,0,10,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473,400,11,7,0.3,45,230,72,0,69,4,20,0,15,0,95
Caffè Vanilla Frappuccino® Blended Beverage,Grande,2%,No Whip,473,300,2,1,0.1,10,220,68,0,67,4,6,0,10,0,95
