,Product_Name,Size,Milk,Whip,Serving_Size_ml,Calories,Total_Fat_g,Saturated_Fat_g,Trans_Fat_g,Cholesterol_mg,Sodium_mg,Carbohydrates_g,Dietary_Fiber_g,Sugar_g,Protein_g,Vitamin_A_%DV,Vitamin_C_%DV,Calcium_%DV,Iron_%DV,Caffeine_mg
304,Latte Macchiato,Short,Nonfat,No Whip,236.0,60.0,0.1,0.1,0.0,5.0,70.0,10.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,150.0
305,Latte Macchiato,Short,2%,No Whip,236.0,90.0,3.5,2.0,0.1,15.0,80.0,9.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,150.0
306,Latte Macchiato,Short,Whole,No Whip,236.0,110.0,5.0,3.0,0.2,15.0,70.0,9.0,0.0,8.0,6.0,8.0,0.0,15.0,0.0,150.0
307,Latte Macchiato,Short,Soy,No Whip,236.0,70.0,2.5,0.3,0.0,0.0,60.0,7.0,1.0,4.0,5.0,6.0,0.0,20.0,8.0,150.0
308,Latte Macchiato,Short,Coconut,No Whip,236.0,70.0,3.5,3.5,0.0,0.0,70.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,150.0
309,Latte Macchiato,Tall,Nonfat,No Whip,354.0,100.0,0.2,0.2,0.0,5.0,115.0,15.0,0.0,13.0,10.0,15.0,0.0,30.0,0.0,150.0
310,Latte Macchiato,Tall,2%,No Whip,354.0,140.0,5.0,3.5,0.2,20.0,130.0,15.0,0.0,13.0,9.0,15.0,0.0,30.0,0.0,150.0
311,Latte Macchiato,Tall,Whole,No Whip,354.0,170.0,9.0,5.0,0.3,25.0,115.0,15.0,0.0,13.0,9.0,15.0,0.0,30.0,0.0,150.0
312,Latte Macchiato,Tall,Soy,No Whip,354.0,110.0,4.0,0.5,0.0,0.0,100.0,10.0,1.0,6.0,8.0,10.0,0.0,30.0,15.0,150.0
313,Latte Macchiato,Tall,Coconut,No Whip,354.0,100.0,6.0,6.0,0.0,0.0,110.0,11.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,150.0
314,Latte Macchiato,Grande,Nonfat,No Whip,473.0,130.0,0.3,0.2,0.0,5.0,150.0,19.0,0.0,17.0,12.0,20.0,0.0,40.0,0.0,225.0
315,Latte Macchiato,Grande,2%,No Whip,473.0,190.0,7.0,4.5,0.3,30.0,160.0,19.0,0.0,17.0,12.0,20.0,2.0,40.0,0.0,225.0
316,Latte Macchiato,Grande,Whole,No Whip,473.0,220.0,11.0,6.0,0.3,35.0,150.0,19.0,0.0,17.0,12.0,15.0,0.0,35.0,0.0,225.0
317,Latte Macchiato,Grande,Soy,No Whip,473.0,140.0,5.0,0.5,0.0,0.0,125.0,13.0,1.0,8.0,10.0,15.0,0.0,40.0,15.0,225.0
318,Latte Macchiato,Grande,Coconut,No Whip,473.0,130.0,8.0,7.0,0.0,0.0,140.0,14.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,225.0
319,Latte Macchiato,Venti®,Nonfat,No Whip,591.0,170.0,0.4,0.3,0.0,10.0,190.0,25.0,0.0,23.0,16.0,30.0,0.0,50.0,0.0,225.0
320,Latte Macchiato,Venti®,2%,No Whip,591.0,240.0,9.0,6.0,0.4,35.0,210.0,24.0,0.0,22.0,16.0,25.0,2.0,50.0,0.0,225.0
321,Latte Macchiato,Venti®,Whole,No Whip,591.0,290.0,15.0,8.0,0.4,45.0,200.0,24.0,0.0,22.0,15.0,20.0,0.0,45.0,0.0,225.0
322,Latte Macchiato,Venti®,Soy,No Whip,591.0,190.0,7.0,1.0,0.0,0.0,170.0,16.0,2.0,10.0,13.0,15.0,0.0,50.0,20.0,225.0
323,Latte Macchiato,Venti®,Coconut,No Whip,591.0,170.0,10.0,10.0,0.0,0.0,190.0,18.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,225.0
324,Skinny Cinnamon Dolce Latte,Short,Nonfat,No Whip,236.0,60.0,0.1,0.1,0.0,5.0,80.0,9.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,75.0
325,Skinny Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354.0,100.0,0.2,0.1,0.0,5.0,125.0,14.0,0.0,13.0,9.0,15.0,0.0,30.0,0.0,75.0
326,Skinny Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473.0,120.0,0.3,0.2,0.0,5.0,160.0,19.0,0.0,16.0,12.0,20.0,0.0,35.0,0.0,150.0
327,Skinny Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,591.0,160.0,0.3,0.2,0.0,10.0,200.0,24.0,0.0,21.0,15.0,25.0,0.0,50.0,0.0,150.0
328,Iced Skinny Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354.0,60.0,0.1,0.1,0.0,5.0,80.0,9.0,0.0,8.0,6.0,10.0,0.0,20.0,0.0,75.0
329,Iced Skinny Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473.0,80.0,0.2,0.1,0.0,5.0,105.0,12.0,0.0,10.0,7.0,10.0,0.0,20.0,0.0,150.0
330,Iced Skinny Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,709.0,110.0,0.2,0.2,0.0,5.0,140.0,17.0,0.0,14.0,10.0,15.0,0.0,30.0,0.0,225.0
331,Skinny Mocha,Short,Nonfat,No Whip,236.0,80.0,1.0,0.5,0.0,5.0,70.0,12.0,2.0,7.0,7.0,8.0,0.0,15.0,30.0,75.0
332,Skinny Mocha,Tall,Nonfat,No Whip,354.0,130.0,1.0,1.0,0.1,5.0,115.0,18.0,3.0,12.0,11.0,15.0,0.0,30.0,45.0,75.0
333,Skinny Mocha,Grande,Nonfat,No Whip,473.0,160.0,1.5,1.0,0.1,5.0,140.0,24.0,4.0,15.0,14.0,20.0,0.0,35.0,60.0,150.0
334,Skinny Mocha,Venti®,Nonfat,No Whip,591.0,210.0,2.0,1.5,0.1,10.0,190.0,30.0,5.0,19.0,18.0,25.0,0.0,45.0,70.0,150.0
335,Iced Skinny Mocha,Tall,Nonfat,No Whip,354.0,90.0,1.0,0.5,0.1,5.0,75.0,13.0,3.0,7.0,7.0,8.0,0.0,15.0,45.0,75.0
336,Iced Skinny Mocha,Grande,Nonfat,No Whip,473.0,120.0,1.5,1.0,0.1,5.0,95.0,17.0,4.0,8.0,9.0,10.0,0.0,20.0,60.0,150.0
337,Iced Skinny Mocha,Venti®,Nonfat,No Whip,709.0,170.0,2.5,1.5,0.1,5.0,130.0,25.0,6.0,11.0,13.0,15.0,0.0,30.0,90.0,225.0
338,Starbucks Doubleshot on Ice,Tall,Nonfat,No Whip,354.0,70.0,0.0,0.0,0.0,0.0,35.0,14.0,0.0,13.0,3.0,4.0,0.0,8.0,0.0,150.0
339,Starbucks Doubleshot on Ice,Tall,2%,No Whip,354.0,80.0,1.0,1.0,0.1,5.0,35.0,14.0,0.0,13.0,3.0,4.0,0.0,8.0,0.0,150.0
340,Starbucks Doubleshot on Ice,Tall,Whole,No Whip,354.0,90.0,2.0,1.0,0.1,5.0,35.0,14.0,0.0,13.0,2.0,2.0,0.0,8.0,0.0,150.0
341,Starbucks Doubleshot on Ice,Tall,Soy,No Whip,354.0,70.0,1.0,0.1,0.0,0.0,30.0,13.0,0.0,11.0,2.0,2.0,0.0,8.0,4.0,150.0
342,Starbucks Doubleshot on Ice,Tall,Coconut,No Whip,354.0,70.0,1.5,1.5,0.0,0.0,30.0,13.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,150.0
343,Starbucks Doubleshot on Ice,Grande,Nonfat,No Whip,473.0,90.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,18.0,3.0,4.0,0.0,8.0,0.0,225.0
344,Starbucks Doubleshot on Ice,Grande,2%,No Whip,473.0,100.0,1.0,1.0,0.1,5.0,40.0,20.0,0.0,18.0,3.0,4.0,0.0,8.0,0.0,225.0
345,Starbucks Doubleshot on Ice,Grande,Whole,No Whip,473.0,110.0,2.0,1.0,0.1,5.0,35.0,20.0,0.0,18.0,3.0,2.0,0.0,8.0,0.0,225.0
346,Starbucks Doubleshot on Ice,Grande,Soy,No Whip,473.0,100.0,1.0,0.1,0.0,0.0,35.0,19.0,0.0,16.0,3.0,2.0,0.0,8.0,4.0,225.0
347,Starbucks Doubleshot on Ice,Grande,Coconut,No Whip,473.0,90.0,1.5,1.5,0.0,0.0,35.0,19.0,0.0,17.0,1.0,0.0,0.0,2.0,0.0,225.0
348,Starbucks Doubleshot on Ice,Venti®,Nonfat,No Whip,709.0,150.0,0.1,0.1,0.0,0.0,50.0,33.0,0.0,29.0,4.0,6.0,0.0,10.0,0.0,375.0
349,Starbucks Doubleshot on Ice,Venti®,2%,No Whip,709.0,170.0,2.0,1.0,0.1,5.0,55.0,33.0,0.0,29.0,4.0,6.0,0.0,10.0,0.0,375.0
350,Starbucks Doubleshot on Ice,Venti®,Whole,No Whip,709.0,180.0,3.0,1.5,0.1,10.0,50.0,33.0,0.0,29.0,4.0,4.0,0.0,10.0,0.0,375.0
351,Starbucks Doubleshot on Ice,Venti®,Soy,No Whip,709.0,160.0,1.5,0.2,0.0,0.0,45.0,31.0,0.0,27.0,4.0,4.0,0.0,10.0,4.0,375.0
352,Starbucks Doubleshot on Ice,Venti®,Coconut,No Whip,709.0,150.0,2.0,2.0,0.0,0.0,50.0,32.0,0.0,28.0,2.0,0.0,0.0,2.0,0.0,375.0
353,White Chocolate Mocha,Short,Nonfat,No Whip,236.0,180.0,3.0,2.5,0.0,5.0,115.0,30.0,0.0,29.0,7.0,8.0,0.0,20.0,0.0,75.0
354,White Chocolate Mocha,Short,Nonfat,Whip,236.0,230.0,8.0,6.0,0.2,25.0,120.0,32.0,0.0,30.0,7.0,15.0,0.0,25.0,0.0,75.0
355,White Chocolate Mocha,Short,2%,No Whip,236.0,200.0,6.0,3.5,0.1,15.0,120.0,30.0,0.0,29.0,7.0,8.0,2.0,20.0,0.0,75.0
356,White Chocolate Mocha,Short,2%,Whip,236.0,250.0,11.0,7.0,0.2,35.0,125.0,32.0,0.0,30.0,7.0,15.0,2.0,25.0,0.0,75.0
357,White Chocolate Mocha,Short,Whole,No Whip,236.0,210.0,8.0,5.0,0.1,15.0,115.0,30.0,0.0,29.0,7.0,6.0,0.0,20.0,0.0,75.0
358,White Chocolate Mocha,Short,Whole,Whip,236.0,270.0,13.0,8.0,0.3,35.0,120.0,32.0,0.0,30.0,7.0,15.0,0.0,20.0,0.0,75.0
359,White Chocolate Mocha,Short,Soy,No Whip,236.0,180.0,5.0,2.5,0.0,5.0,105.0,28.0,1.0,25.0,6.0,6.0,0.0,20.0,8.0,75.0
360,White Chocolate Mocha,Short,Soy,Whip,236.0,230.0,10.0,6.0,0.2,20.0,110.0,29.0,1.0,26.0,6.0,10.0,0.0,25.0,8.0,75.0
361,White Chocolate Mocha,Short,Coconut,No Whip,236.0,180.0,6.0,5.0,0.0,5.0,115.0,28.0,0.0,27.0,3.0,0.0,0.0,6.0,0.0,75.0
362,White Chocolate Mocha,Short,Coconut,Whip,236.0,230.0,11.0,9.0,0.2,20.0,120.0,30.0,0.0,28.0,3.0,6.0,0.0,8.0,0.0,75.0
363,White Chocolate Mocha,Tall,Nonfat,No Whip,354.0,270.0,4.5,3.5,0.0,10.0,180.0,46.0,0.0,45.0,11.0,15.0,2.0,35.0,0.0,75.0
364,White Chocolate Mocha,Tall,Nonfat,Whip,354.0,330.0,10.0,7.0,0.2,30.0,190.0,48.0,0.0,46.0,12.0,20.0,2.0,35.0,0.0,75.0
365,White Chocolate Mocha,Tall,2%,No Whip,354.0,300.0,9.0,6.0,0.1,25.0,190.0,46.0,0.0,44.0,11.0,15.0,2.0,35.0,0.0,75.0
366,White Chocolate Mocha,Tall,2%,Whip,354.0,370.0,15.0,10.0,0.3,45.0,200.0,47.0,0.0,46.0,11.0,20.0,2.0,35.0,0.0,75.0
367,White Chocolate Mocha,Tall,Whole,No Whip,354.0,330.0,12.0,8.0,0.2,30.0,180.0,46.0,0.0,44.0,11.0,10.0,2.0,35.0,0.0,75.0
368,White Chocolate Mocha,Tall,Whole,Whip,354.0,390.0,18.0,12.0,0.4,50.0,190.0,47.0,0.0,46.0,11.0,20.0,2.0,35.0,0.0,75.0
369,White Chocolate Mocha,Tall,Soy,No Whip,354.0,280.0,8.0,4.0,0.0,5.0,170.0,41.0,1.0,38.0,10.0,10.0,2.0,35.0,10.0,75.0
370,White Chocolate Mocha,Tall,Soy,Whip,354.0,340.0,14.0,8.0,0.2,25.0,170.0,43.0,1.0,40.0,10.0,15.0,2.0,35.0,10.0,75.0
371,White Chocolate Mocha,Tall,Coconut,No Whip,354.0,270.0,10.0,9.0,0.0,5.0,180.0,42.0,0.0,41.0,4.0,0.0,2.0,10.0,0.0,75.0
372,White Chocolate Mocha,Tall,Coconut,Whip,354.0,330.0,16.0,12.0,0.2,25.0,180.0,44.0,0.0,43.0,4.0,6.0,2.0,10.0,0.0,75.0
373,White Chocolate Mocha,Grande,Nonfat,No Whip,473.0,350.0,6.0,4.5,0.0,10.0,230.0,61.0,0.0,58.0,14.0,20.0,2.0,45.0,0.0,150.0
374,White Chocolate Mocha,Grande,Nonfat,Whip,473.0,420.0,13.0,9.0,0.2,35.0,240.0,63.0,0.0,60.0,15.0,25.0,2.0,45.0,0.0,150.0
375,White Chocolate Mocha,Grande,2%,No Whip,473.0,400.0,11.0,7.0,0.2,30.0,240.0,60.0,0.0,58.0,14.0,15.0,2.0,45.0,0.0,150.0
376,White Chocolate Mocha,Grande,2%,Whip,473.0,470.0,18.0,12.0,0.4,55.0,250.0,62.0,0.0,59.0,14.0,25.0,2.0,45.0,0.0,150.0
377,White Chocolate Mocha,Grande,Whole,No Whip,473.0,430.0,15.0,10.0,0.3,35.0,230.0,60.0,0.0,58.0,14.0,15.0,2.0,40.0,0.0,150.0
378,White Chocolate Mocha,Grande,Whole,Whip,473.0,500.0,22.0,14.0,0.5,60.0,240.0,62.0,0.0,59.0,14.0,20.0,2.0,45.0,0.0,150.0
379,White Chocolate Mocha,Grande,Soy,No Whip,473.0,360.0,10.0,5.0,0.0,5.0,210.0,55.0,1.0,51.0,12.0,10.0,2.0,45.0,15.0,150.0
380,White Chocolate Mocha,Grande,Soy,Whip,473.0,430.0,17.0,10.0,0.2,30.0,220.0,57.0,1.0,52.0,13.0,20.0,2.0,45.0,15.0,150.0
381,White Chocolate Mocha,Grande,Coconut,No Whip,473.0,350.0,12.0,11.0,0.0,5.0,230.0,56.0,0.0,54.0,5.0,0.0,2.0,10.0,0.0,150.0
382,White Chocolate Mocha,Grande,Coconut,Whip,473.0,420.0,19.0,15.0,0.2,30.0,230.0,58.0,0.0,56.0,6.0,8.0,2.0,15.0,0.0,150.0
383,White Chocolate Mocha,Venti®,Nonfat,No Whip,591.0,440.0,7.0,6.0,0.0,15.0,300.0,77.0,0.0,74.0,18.0,25.0,2.0,60.0,2.0,150.0
384,White Chocolate Mocha,Venti®,Nonfat,Whip,591.0,510.0,14.0,10.0,0.2,40.0,300.0,79.0,0.0,76.0,19.0,30.0,2.0,60.0,2.0,150.0
385,White Chocolate Mocha,Venti®,2%,No Whip,591.0,500.0,15.0,10.0,0.2,35.0,320.0,76.0,0.0,74.0,18.0,20.0,4.0,60.0,0.0,150.0
386,White Chocolate Mocha,Venti®,2%,Whip,591.0,580.0,22.0,14.0,0.4,65.0,320.0,78.0,0.0,75.0,19.0,30.0,4.0,60.0,2.0,150.0
387,White Chocolate Mocha,Venti®,Whole,No Whip,591.0,550.0,20.0,13.0,0.4,45.0,300.0,76.0,0.0,74.0,18.0,20.0,2.0,60.0,2.0,150.0
388,White Chocolate Mocha,Venti®,Whole,Whip,591.0,620.0,27.0,17.0,0.5,70.0,310.0,78.0,0.0,75.0,18.0,25.0,2.0,60.0,2.0,150.0
389,White Chocolate Mocha,Venti®,Soy,No Whip,591.0,460.0,13.0,6.0,0.0,5.0,270.0,69.0,1.0,64.0,16.0,15.0,2.0,60.0,20.0,150.0
390,White Chocolate Mocha,Venti®,Soy,Whip,591.0,530.0,20.0,11.0,0.2,30.0,280.0,71.0,1.0,65.0,16.0,25.0,2.0,60.0,20.0,150.0
391,White Chocolate Mocha,Venti®,Coconut,No Whip,591.0,450.0,16.0,14.0,0.0,5.0,290.0,71.0,0.0,68.0,6.0,0.0,2.0,15.0,0.0,150.0
392,White Chocolate Mocha,Venti®,Coconut,Whip,591.0,520.0,23.0,18.0,0.2,30.0,300.0,73.0,0.0,70.0,7.0,8.0,2.0,15.0,0.0,150.0
393,Iced White Chocolate Mocha,Tall,Nonfat,No Whip,354.0,230.0,4.5,3.5,0.0,5.0,135.0,41.0,0.0,40.0,8.0,8.0,2.0,25.0,0.0,75.0
394,Iced White Chocolate Mocha,Tall,Nonfat,Whip,354.0,310.0,12.0,8.0,0.2,35.0,150.0,43.0,0.0,41.0,8.0,15.0,2.0,25.0,0.0,75.0
395,Iced White Chocolate Mocha,Tall,2%,No Whip,354.0,250.0,7.0,5.0,0.1,15.0,140.0,41.0,0.0,39.0,8.0,8.0,2.0,25.0,0.0,75.0
396,Iced White Chocolate Mocha,Tall,2%,Whip,354.0,330.0,15.0,10.0,0.3,45.0,150.0,43.0,0.0,41.0,8.0,15.0,2.0,25.0,0.0,75.0
397,Iced White Chocolate Mocha,Tall,Whole,No Whip,354.0,270.0,9.0,6.0,0.1,15.0,140.0,41.0,0.0,39.0,7.0,6.0,2.0,25.0,0.0,75.0
398,Iced White Chocolate Mocha,Tall,Whole,Whip,354.0,350.0,17.0,11.0,0.4,45.0,150.0,43.0,0.0,41.0,8.0,15.0,2.0,25.0,0.0,75.0
399,Iced White Chocolate Mocha,Tall,Soy,No Whip,354.0,240.0,6.0,3.5,0.0,5.0,130.0,38.0,1.0,36.0,7.0,6.0,2.0,25.0,8.0,75.0
400,Iced White Chocolate Mocha,Tall,Soy,Whip,354.0,320.0,14.0,9.0,0.2,35.0,140.0,41.0,1.0,38.0,7.0,15.0,2.0,25.0,8.0,75.0
401,Iced White Chocolate Mocha,Tall,Coconut,No Whip,354.0,230.0,7.0,6.0,0.0,5.0,135.0,39.0,0.0,37.0,3.0,0.0,2.0,10.0,0.0,75.0
402,Iced White Chocolate Mocha,Tall,Coconut,Whip,354.0,310.0,15.0,11.0,0.2,35.0,140.0,41.0,0.0,39.0,4.0,10.0,2.0,10.0,0.0,75.0
403,Iced White Chocolate Mocha,Grande,Nonfat,No Whip,473.0,310.0,6.0,4.5,0.0,10.0,170.0,54.0,0.0,52.0,10.0,10.0,2.0,30.0,0.0,150.0
404,Iced White Chocolate Mocha,Grande,Nonfat,Whip,473.0,420.0,17.0,12.0,0.3,50.0,190.0,58.0,0.0,55.0,11.0,25.0,2.0,35.0,0.0,150.0
405,Iced White Chocolate Mocha,Grande,2%,No Whip,473.0,330.0,9.0,6.0,0.1,20.0,180.0,54.0,0.0,52.0,10.0,10.0,2.0,30.0,0.0,150.0
406,Iced White Chocolate Mocha,Grande,2%,Whip,473.0,450.0,20.0,13.0,0.4,60.0,200.0,57.0,0.0,54.0,11.0,20.0,2.0,30.0,0.0,150.0
407,Iced White Chocolate Mocha,Grande,Whole,No Whip,473.0,350.0,11.0,8.0,0.2,20.0,180.0,54.0,0.0,52.0,10.0,8.0,2.0,30.0,0.0,150.0
408,Iced White Chocolate Mocha,Grande,Whole,Whip,473.0,470.0,22.0,15.0,0.5,65.0,190.0,57.0,0.0,54.0,10.0,20.0,2.0,30.0,0.0,150.0
409,Iced White Chocolate Mocha,Grande,Soy,No Whip,473.0,320.0,8.0,5.0,0.0,5.0,170.0,51.0,1.0,48.0,9.0,6.0,2.0,30.0,10.0,150.0
410,Iced White Chocolate Mocha,Grande,Soy,Whip,473.0,430.0,19.0,12.0,0.3,45.0,180.0,55.0,1.0,50.0,10.0,20.0,2.0,35.0,10.0,150.0
411,Iced White Chocolate Mocha,Grande,Coconut,No Whip,473.0,310.0,9.0,8.0,0.0,5.0,170.0,52.0,0.0,49.0,5.0,0.0,2.0,10.0,0.0,150.0
412,Iced White Chocolate Mocha,Grande,Coconut,Whip,473.0,420.0,20.0,15.0,0.3,45.0,180.0,55.0,0.0,52.0,5.0,15.0,2.0,15.0,0.0,150.0
413,Iced White Chocolate Mocha,Venti®,Nonfat,No Whip,709.0,450.0,9.0,7.0,0.0,10.0,260.0,81.0,0.0,77.0,14.0,15.0,2.0,45.0,0.0,225.0
414,Iced White Chocolate Mocha,Venti®,Nonfat,Whip,709.0,570.0,20.0,14.0,0.3,55.0,270.0,84.0,0.0,80.0,15.0,25.0,2.0,45.0,2.0,225.0
415,Iced White Chocolate Mocha,Venti®,2%,No Whip,709.0,490.0,13.0,9.0,0.1,25.0,270.0,80.0,0.0,77.0,14.0,15.0,4.0,45.0,0.0,225.0
416,Iced White Chocolate Mocha,Venti®,2%,Whip,709.0,600.0,24.0,16.0,0.5,65.0,280.0,84.0,0.0,79.0,15.0,25.0,4.0,45.0,0.0,225.0
417,Iced White Chocolate Mocha,Venti®,Whole,No Whip,709.0,520.0,16.0,11.0,0.2,30.0,260.0,80.0,0.0,77.0,14.0,10.0,2.0,40.0,0.0,225.0
418,Iced White Chocolate Mocha,Venti®,Whole,Whip,709.0,630.0,27.0,18.0,0.5,70.0,270.0,84.0,0.0,79.0,15.0,25.0,2.0,45.0,2.0,225.0
419,Iced White Chocolate Mocha,Venti®,Soy,No Whip,709.0,470.0,12.0,7.0,0.0,10.0,250.0,77.0,1.0,71.0,13.0,10.0,2.0,45.0,10.0,225.0
420,Iced White Chocolate Mocha,Venti®,Soy,Whip,709.0,580.0,23.0,14.0,0.3,50.0,260.0,80.0,1.0,74.0,14.0,20.0,2.0,45.0,10.0,225.0
421,Iced White Chocolate Mocha,Venti®,Coconut,No Whip,709.0,450.0,13.0,12.0,0.0,10.0,250.0,77.0,0.0,73.0,7.0,0.0,2.0,20.0,0.0,225.0
422,Iced White Chocolate Mocha,Venti®,Coconut,Whip,709.0,570.0,25.0,19.0,0.3,50.0,260.0,80.0,0.0,76.0,8.0,15.0,2.0,20.0,0.0,225.0
423,Iced Black Tea,Tall,No Milk,No Whip,354.0,60.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0
424,Iced Black Tea,Venti®,No Milk,No Whip,709.0,120.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,40.0
425,Iced Black Tea,Trenta,No Milk,No Whip,887.0,140.0,0.0,0.0,0.0,0.0,20.0,35.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,50.0
426,Iced Black Tea Lemonade,Tall,No Milk,No Whip,354.0,90.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,24.0,0.1,0.0,10.0,0.0,0.0,20.0
427,Iced Black Tea Lemonade,Grande,No Milk,No Whip,473.0,120.0,0.0,0.0,0.0,0.0,5.0,32.0,0.0,32.0,0.1,0.0,15.0,0.0,0.0,25.0
428,Iced Black Tea Lemonade,Venti®,No Milk,No Whip,709.0,190.0,0.0,0.0,0.0,0.0,10.0,48.0,0.0,47.0,0.1,0.0,20.0,2.0,0.0,40.0
429,Iced Black Tea Lemonade,Trenta,No Milk,No Whip,887.0,220.0,0.0,0.0,0.0,0.0,10.0,58.0,0.0,57.0,0.1,0.0,25.0,2.0,0.0,50.0
430,Chai Tea Latte,Short,Nonfat,No Whip,236.0,100.0,0.1,0.1,0.0,0.0,50.0,22.0,0.0,21.0,4.0,6.0,0.0,10.0,0.0,50.0
431,Chai Tea Latte,Short,2%,No Whip,236.0,120.0,2.0,1.0,0.1,10.0,55.0,22.0,0.0,21.0,4.0,6.0,0.0,10.0,0.0,50.0
432,Chai Tea Latte,Short,Whole,No Whip,236.0,130.0,3.5,2.0,0.1,10.0,55.0,22.0,0.0,21.0,4.0,6.0,0.0,10.0,0.0,50.0
433,Chai Tea Latte,Short,Soy,No Whip,236.0,110.0,1.5,0.2,0.0,0.0,45.0,20.0,0.0,18.0,3.0,4.0,0.0,10.0,6.0,50.0
434,Chai Tea Latte,Short,Coconut,No Whip,236.0,100.0,2.5,2.5,0.0,0.0,50.0,21.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,50.0
435,Chai Tea Latte,Tall,Nonfat,No Whip,354.0,160.0,0.2,0.1,0.0,5.0,80.0,34.0,0.0,32.0,6.0,10.0,0.0,20.0,2.0,70.0
436,Chai Tea Latte,Tall,2%,No Whip,354.0,190.0,3.5,1.5,0.1,15.0,90.0,34.0,0.0,32.0,6.0,10.0,0.0,20.0,2.0,70.0
437,Chai Tea Latte,Tall,Whole,No Whip,354.0,200.0,6.0,3.0,0.2,15.0,80.0,34.0,0.0,32.0,6.0,8.0,0.0,20.0,2.0,70.0
438,Chai Tea Latte,Tall,Soy,No Whip,354.0,160.0,2.5,0.3,0.0,0.0,70.0,31.0,1.0,28.0,5.0,6.0,0.0,20.0,10.0,70.0
439,Chai Tea Latte,Tall,Coconut,No Whip,354.0,160.0,3.5,3.5,0.0,0.0,75.0,31.0,0.0,29.0,1.0,0.0,0.0,0.0,2.0,70.0
440,Chai Tea Latte,Grande,Nonfat,No Whip,473.0,210.0,0.2,0.1,0.0,5.0,105.0,45.0,0.0,43.0,8.0,15.0,0.0,25.0,2.0,95.0
441,Chai Tea Latte,Grande,2%,No Whip,473.0,240.0,4.5,2.0,0.1,20.0,115.0,45.0,0.0,42.0,8.0,10.0,0.0,25.0,2.0,95.0
442,Chai Tea Latte,Grande,Whole,No Whip,473.0,270.0,7.0,4.0,0.2,20.0,105.0,45.0,0.0,42.0,7.0,10.0,0.0,25.0,2.0,95.0
443,Chai Tea Latte,Grande,Soy,No Whip,473.0,220.0,3.5,0.4,0.0,0.0,90.0,41.0,1.0,37.0,6.0,8.0,0.0,25.0,10.0,95.0
444,Chai Tea Latte,Grande,Coconut,No Whip,473.0,210.0,4.5,4.5,0.0,0.0,95.0,41.0,0.0,39.0,1.0,0.0,0.0,0.0,2.0,95.0
445,Chai Tea Latte,Venti®,Nonfat,No Whip,591.0,260.0,0.3,0.2,0.0,5.0,135.0,57.0,0.0,54.0,10.0,15.0,0.0,35.0,2.0,120.0
446,Chai Tea Latte,Venti®,2%,No Whip,591.0,310.0,6.0,3.0,0.2,25.0,150.0,56.0,0.0,53.0,10.0,15.0,2.0,30.0,2.0,120.0
447,Chai Tea Latte,Venti®,Whole,No Whip,591.0,340.0,9.0,5.0,0.3,30.0,135.0,56.0,0.0,53.0,10.0,15.0,0.0,30.0,2.0,120.0
448,Chai Tea Latte,Venti®,Soy,No Whip,591.0,280.0,4.5,0.5,0.0,0.0,115.0,51.0,1.0,46.0,8.0,10.0,0.0,30.0,15.0,120.0
449,Chai Tea Latte,Venti®,Coconut,No Whip,591.0,260.0,6.0,6.0,0.0,0.0,120.0,52.0,0.0,48.0,1.0,0.0,0.0,0.0,2.0,120.0
450,Iced Chai Tea Latte,Tall,Nonfat,No Whip,354.0,150.0,0.2,0.1,0.0,5.0,75.0,33.0,0.0,31.0,6.0,10.0,0.0,20.0,2.0,70.0
451,Iced Chai Tea Latte,Tall,2%,No Whip,354.0,180.0,3.0,1.5,0.1,10.0,80.0,33.0,0.0,31.0,5.0,8.0,0.0,15.0,2.0,70.0
452,Iced Chai Tea Latte,Tall,Whole,No Whip,354.0,190.0,5.0,3.0,0.1,15.0,75.0,33.0,0.0,31.0,5.0,8.0,0.0,15.0,2.0,70.0
453,Iced Chai Tea Latte,Tall,Soy,No Whip,354.0,160.0,2.5,0.3,0.0,0.0,70.0,30.0,1.0,27.0,5.0,6.0,0.0,20.0,8.0,70.0
